gender_identity,wage,education
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
Non-Trans,$20k-$50k,High School Diploma
